year_month,year,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2019-04,2019,4,WOODLANDS,4 ROOM,886B,WOODLANDS DR 50,10 TO 12,92,Premium Apartment,2015,94 years 10 months,94,10,94.83333333,425000
2019-04,2019,4,WOODLANDS,4 ROOM,887A,WOODLANDS DR 50,13 TO 15,95,Premium Apartment,2015,94 years 11 months,94,11,94.91666667,458000
2019-04,2019,4,WOODLANDS,5 ROOM,782A,WOODLANDS CRES,07 TO 09,112,Improved,2015,95 years 02 months,95,2,95.16666667,460000
2019-04,2019,4,WOODLANDS,5 ROOM,572A,WOODLANDS AVE 1,10 TO 12,112,Improved,2013,93 years 07 months,93,7,93.58333333,495000
2019-04,2019,4,WOODLANDS,5 ROOM,572A,WOODLANDS AVE 1,10 TO 12,112,Improved,2013,93 years 07 months,93,7,93.58333333,515000
2019-04,2019,4,YISHUN,2 ROOM,424A,YISHUN AVE 11,04 TO 06,47,Model A,2015,95 years 08 months,95,8,95.66666667,220000
2019-04,2019,4,YISHUN,2 ROOM,424A,YISHUN AVE 11,10 TO 12,47,Model A,2015,95 years 08 months,95,8,95.66666667,238000
2019-04,2019,4,YISHUN,3 ROOM,424D,YISHUN AVE 11,04 TO 06,67,Model A,2015,95 years 08 months,95,8,95.66666667,290000
2019-04,2019,4,YISHUN,3 ROOM,424A,YISHUN AVE 11,07 TO 09,67,Model A,2015,95 years 08 months,95,8,95.66666667,297000
2019-04,2019,4,YISHUN,3 ROOM,424C,YISHUN AVE 11,04 TO 06,67,Model A,2015,95 years 08 months,95,8,95.66666667,300000
2019-04,2019,4,YISHUN,3 ROOM,424C,YISHUN AVE 11,13 TO 15,67,Model A,2015,95 years 08 months,95,8,95.66666667,310000
2019-04,2019,4,YISHUN,3 ROOM,348B,YISHUN AVE 11,13 TO 15,67,DBSS,2013,93 years 06 months,93,6,93.5,400000
2019-04,2019,4,YISHUN,4 ROOM,428A,YISHUN AVE 11,01 TO 03,92,Model A,2015,94 years 11 months,94,11,94.91666667,358000
2019-04,2019,4,YISHUN,4 ROOM,336A,YISHUN ST 31,01 TO 03,92,Model A,2015,95 years 07 months,95,7,95.58333333,365000
2019-04,2019,4,YISHUN,4 ROOM,453,YISHUN ST 41,07 TO 09,93,Model A,2013,93 years 04 months,93,4,93.33333333,370000
2019-04,2019,4,YISHUN,4 ROOM,428B,YISHUN AVE 11,01 TO 03,92,Model A,2015,94 years 11 months,94,11,94.91666667,375000
2019-04,2019,4,YISHUN,4 ROOM,428B,YISHUN AVE 11,04 TO 06,92,Model A,2015,94 years 11 months,94,11,94.91666667,380000
2019-04,2019,4,YISHUN,4 ROOM,431C,YISHUN AVE 1,04 TO 06,92,Model A,2015,95 years 05 months,95,5,95.41666667,385000
2019-04,2019,4,YISHUN,4 ROOM,315A,YISHUN AVE 9,04 TO 06,92,Model A,2015,95 years 06 months,95,6,95.5,385000
2019-04,2019,4,YISHUN,4 ROOM,453,YISHUN ST 41,10 TO 12,93,Model A,2013,93 years 04 months,93,4,93.33333333,387500
2019-04,2019,4,YISHUN,4 ROOM,428A,YISHUN AVE 11,13 TO 15,92,Model A,2015,94 years 11 months,94,11,94.91666667,390000
2019-04,2019,4,YISHUN,4 ROOM,315A,YISHUN AVE 9,04 TO 06,92,Model A,2015,95 years 06 months,95,6,95.5,395000
2019-04,2019,4,YISHUN,4 ROOM,431B,YISHUN AVE 1,10 TO 12,92,Model A,2015,95 years 05 months,95,5,95.41666667,400000
2019-04,2019,4,YISHUN,4 ROOM,453,YISHUN ST 41,13 TO 15,93,Model A,2013,93 years 04 months,93,4,93.33333333,400000
2019-04,2019,4,YISHUN,4 ROOM,336A,YISHUN ST 31,07 TO 09,92,Model A,2015,95 years 07 months,95,7,95.58333333,402000
2019-04,2019,4,YISHUN,4 ROOM,428B,YISHUN AVE 11,10 TO 12,92,Model A,2015,94 years 11 months,94,11,94.91666667,405000
2019-04,2019,4,YISHUN,4 ROOM,333A,YISHUN ST 31,13 TO 15,92,Model A,2015,95 years 08 months,95,8,95.66666667,405000
2019-04,2019,4,YISHUN,4 ROOM,336C,YISHUN ST 31,07 TO 09,92,Model A,2015,95 years 07 months,95,7,95.58333333,405000
2019-04,2019,4,YISHUN,4 ROOM,442,YISHUN AVE 11,10 TO 12,92,Model A,2012,92 years 03 months,92,3,92.25,415000
2019-04,2019,4,YISHUN,4 ROOM,333A,YISHUN ST 31,07 TO 09,92,Model A,2015,95 years 07 months,95,7,95.58333333,418000
2019-04,2019,4,YISHUN,4 ROOM,443,YISHUN AVE 11,13 TO 15,97,Model A,2012,92 years 04 months,92,4,92.33333333,420000
2019-04,2019,4,YISHUN,4 ROOM,449,YISHUN RING RD,01 TO 03,96,Model A,2012,92 years 04 months,92,4,92.33333333,420000
2019-04,2019,4,YISHUN,4 ROOM,315C,YISHUN AVE 9,07 TO 09,92,Model A,2015,95 years 06 months,95,6,95.5,421888
2019-04,2019,4,YISHUN,4 ROOM,316B,YISHUN AVE 9,04 TO 06,92,Model A,2015,95 years 06 months,95,6,95.5,423000
2019-04,2019,4,YISHUN,4 ROOM,315C,YISHUN AVE 9,13 TO 15,92,Model A,2015,95 years 06 months,95,6,95.5,431000
2019-04,2019,4,YISHUN,4 ROOM,335C,YISHUN ST 31,13 TO 15,92,Model A,2015,95 years 07 months,95,7,95.58333333,440000
2019-04,2019,4,YISHUN,4 ROOM,445,YISHUN AVE 11,10 TO 12,97,Model A,2012,92 years 03 months,92,3,92.25,445000
2019-04,2019,4,YISHUN,4 ROOM,348C,YISHUN AVE 11,07 TO 09,92,DBSS,2013,93 years 06 months,93,6,93.5,590000
2019-04,2019,4,YISHUN,4 ROOM,348D,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 06 months,93,6,93.5,598000
2019-04,2019,4,YISHUN,4 ROOM,348C,YISHUN AVE 11,13 TO 15,92,DBSS,2013,93 years 05 months,93,5,93.41666667,600000
2019-04,2019,4,YISHUN,4 ROOM,348A,YISHUN AVE 11,16 TO 18,92,DBSS,2013,93 years 07 months,93,7,93.58333333,610000
2019-04,2019,4,YISHUN,5 ROOM,335C,YISHUN ST 31,13 TO 15,112,Improved,2015,95 years 08 months,95,8,95.66666667,450000
2019-04,2019,4,YISHUN,5 ROOM,315A,YISHUN AVE 9,04 TO 06,112,Improved,2015,95 years 06 months,95,6,95.5,485000
2019-04,2019,4,YISHUN,5 ROOM,426D,YISHUN AVE 11,07 TO 09,112,Improved,2015,94 years 11 months,94,11,94.91666667,495000
2019-04,2019,4,YISHUN,5 ROOM,318C,YISHUN AVE 9,13 TO 15,112,Improved,2015,95 years 06 months,95,6,95.5,505000
2019-04,2019,4,YISHUN,5 ROOM,316C,YISHUN AVE 9,04 TO 06,112,Improved,2015,95 years 06 months,95,6,95.5,508000
2019-04,2019,4,YISHUN,5 ROOM,335C,YISHUN ST 31,13 TO 15,112,Improved,2015,95 years 07 months,95,7,95.58333333,525000
2019-04,2019,4,YISHUN,5 ROOM,315B,YISHUN AVE 9,07 TO 09,112,Improved,2015,95 years 06 months,95,6,95.5,528000
2019-04,2019,4,YISHUN,5 ROOM,316C,YISHUN AVE 9,13 TO 15,112,Improved,2015,95 years 06 months,95,6,95.5,528000
2019-05,2019,5,ANG MO KIO,3 ROOM,308A,ANG MO KIO AVE 1,13 TO 15,70,Model A,2012,92 years 04 months,92,4,92.33333333,380000
2019-05,2019,5,ANG MO KIO,4 ROOM,307A,ANG MO KIO AVE 1,10 TO 12,88,Model A,2012,92 years 04 months,92,4,92.33333333,635000
2019-05,2019,5,ANG MO KIO,4 ROOM,588B,ANG MO KIO ST 52,01 TO 03,90,DBSS,2011,91 years 03 months,91,3,91.25,640000
2019-05,2019,5,ANG MO KIO,4 ROOM,588A,ANG MO KIO ST 52,04 TO 06,90,DBSS,2011,91 years 03 months,91,3,91.25,660000
2019-05,2019,5,ANG MO KIO,4 ROOM,307B,ANG MO KIO AVE 1,07 TO 09,95,Model A,2012,92 years 04 months,92,4,92.33333333,668888
2019-05,2019,5,ANG MO KIO,4 ROOM,307B,ANG MO KIO AVE 1,07 TO 09,88,Model A,2012,92 years 04 months,92,4,92.33333333,673000
2019-05,2019,5,ANG MO KIO,4 ROOM,588C,ANG MO KIO ST 52,25 TO 27,90,DBSS,2011,91 years 03 months,91,3,91.25,738000
2019-05,2019,5,ANG MO KIO,5 ROOM,588A,ANG MO KIO ST 52,16 TO 18,112,DBSS,2011,91 years 03 months,91,3,91.25,835000
2019-05,2019,5,BISHAN,5 ROOM,275A,BISHAN ST 24,28 TO 30,120,DBSS,2011,91 years 04 months,91,4,91.33333333,1080000
2019-05,2019,5,BUKIT MERAH,3 ROOM,80B,TELOK BLANGAH ST 31,07 TO 09,67,Premium Apartment,2013,93 years 04 months,93,4,93.33333333,570000
2019-05,2019,5,BUKIT MERAH,3 ROOM,80B,TELOK BLANGAH ST 31,10 TO 12,67,Premium Apartment,2013,93 years 04 months,93,4,93.33333333,585000
2019-05,2019,5,BUKIT MERAH,3 ROOM,80C,TELOK BLANGAH ST 31,22 TO 24,68,Premium Apartment,2013,93 years 03 months,93,3,93.25,595000
2019-05,2019,5,BUKIT MERAH,5 ROOM,56,HAVELOCK RD,22 TO 24,115,Improved,2013,93 years 08 months,93,8,93.66666667,1003888
2019-05,2019,5,BUKIT MERAH,5 ROOM,53,HAVELOCK RD,22 TO 24,115,Improved,2013,93 years,93,0,93,1068000
2019-05,2019,5,BUKIT PANJANG,3 ROOM,488,SEGAR RD,01 TO 03,67,Model A,2014,94 years 07 months,94,7,94.58333333,294000
2019-05,2019,5,BUKIT PANJANG,3 ROOM,485,SEGAR RD,07 TO 09,67,Model A,2014,94 years 07 months,94,7,94.58333333,297888
2019-05,2019,5,BUKIT PANJANG,3 ROOM,485,SEGAR RD,04 TO 06,67,Model A,2014,94 years 08 months,94,8,94.66666667,305000
2019-05,2019,5,BUKIT PANJANG,3 ROOM,485,SEGAR RD,07 TO 09,67,Model A,2014,94 years 08 months,94,8,94.66666667,306000
2019-05,2019,5,BUKIT PANJANG,3 ROOM,487,SEGAR RD,10 TO 12,67,Model A,2014,94 years 07 months,94,7,94.58333333,307000
2019-05,2019,5,BUKIT PANJANG,3 ROOM,485,SEGAR RD,10 TO 12,67,Model A,2014,94 years 07 months,94,7,94.58333333,318000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,486,SEGAR RD,01 TO 03,93,Model A,2014,94 years 08 months,94,8,94.66666667,390000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,486,SEGAR RD,04 TO 06,92,Model A,2014,94 years 07 months,94,7,94.58333333,390000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,546B,SEGAR RD,04 TO 06,92,Model A,2015,95 years 02 months,95,2,95.16666667,398000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,486,SEGAR RD,04 TO 06,92,Model A,2014,94 years 07 months,94,7,94.58333333,400000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,546B,SEGAR RD,13 TO 15,92,Model A,2015,95 years 02 months,95,2,95.16666667,418000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,486,SEGAR RD,10 TO 12,93,Model A,2014,94 years 07 months,94,7,94.58333333,420000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,486,SEGAR RD,10 TO 12,93,Model A,2014,94 years 07 months,94,7,94.58333333,420000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,547B,SEGAR RD,10 TO 12,92,Model A,2015,95 years 02 months,95,2,95.16666667,420000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,546A,SEGAR RD,07 TO 09,92,Model A,2015,95 years 02 months,95,2,95.16666667,422000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,457,SEGAR RD,10 TO 12,93,Premium Apartment,2012,92 years 06 months,92,6,92.5,428888
2019-05,2019,5,BUKIT PANJANG,4 ROOM,487,SEGAR RD,13 TO 15,93,Model A,2014,94 years 07 months,94,7,94.58333333,430000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,633C,SENJA RD,07 TO 09,93,Model A,2013,93 years 07 months,93,7,93.58333333,445000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,633B,SENJA RD,07 TO 09,93,Model A,2013,93 years 07 months,93,7,93.58333333,478000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,633C,SENJA RD,28 TO 30,93,Model A,2013,93 years 07 months,93,7,93.58333333,485000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,633C,SENJA RD,22 TO 24,93,Model A,2013,93 years 07 months,93,7,93.58333333,485000
2019-05,2019,5,BUKIT PANJANG,4 ROOM,633C,SENJA RD,25 TO 27,93,Model A,2013,93 years 08 months,93,8,93.66666667,485000
2019-05,2019,5,BUKIT PANJANG,5 ROOM,546A,SEGAR RD,04 TO 06,112,Improved,2015,95 years 02 months,95,2,95.16666667,488000
2019-05,2019,5,BUKIT PANJANG,5 ROOM,546C,SEGAR RD,07 TO 09,112,Improved,2015,95 years 02 months,95,2,95.16666667,495000
2019-05,2019,5,BUKIT PANJANG,5 ROOM,546C,SEGAR RD,13 TO 15,112,Improved,2015,95 years 02 months,95,2,95.16666667,515000
2019-05,2019,5,CENTRAL AREA,4 ROOM,1A,CANTONMENT RD,25 TO 27,94,Type S1,2011,90 years 08 months,90,8,90.66666667,830000
2019-05,2019,5,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,34 TO 36,93,Type S1,2011,90 years 08 months,90,8,90.66666667,950000
2019-05,2019,5,CENTRAL AREA,4 ROOM,1C,CANTONMENT RD,22 TO 24,95,Type S1,2011,90 years 09 months,90,9,90.75,1000000
2019-05,2019,5,CENTRAL AREA,4 ROOM,1B,CANTONMENT RD,43 TO 45,93,Type S1,2011,90 years 09 months,90,9,90.75,1030000
2019-05,2019,5,CHOA CHU KANG,2 ROOM,166B,TECK WHYE CRES,19 TO 21,47,Model A,2015,94 years 09 months,94,9,94.75,230000
2019-05,2019,5,CHOA CHU KANG,3 ROOM,572,CHOA CHU KANG ST 52,04 TO 06,67,Model A,2015,94 years 09 months,94,9,94.75,280000
2019-05,2019,5,CHOA CHU KANG,3 ROOM,570,CHOA CHU KANG ST 52,01 TO 03,67,Model A,2015,94 years 08 months,94,8,94.66666667,302000
2019-05,2019,5,CHOA CHU KANG,3 ROOM,476B,CHOA CHU KANG AVE 5,07 TO 09,68,Model A,2013,93 years 03 months,93,3,93.25,315000
2019-05,2019,5,CLEMENTI,2 ROOM,418,CLEMENTI AVE 1,07 TO 09,50,Model A,2013,93 years 04 months,93,4,93.33333333,324000
2019-05,2019,5,CLEMENTI,4 ROOM,421,CLEMENTI AVE 1,04 TO 06,91,Model A,2013,93 years 04 months,93,4,93.33333333,580000
2019-05,2019,5,CLEMENTI,4 ROOM,420,CLEMENTI AVE 1,04 TO 06,91,Model A,2013,93 years 05 months,93,5,93.41666667,653000
2019-05,2019,5,CLEMENTI,4 ROOM,421,CLEMENTI AVE 1,10 TO 12,91,Model A,2013,93 years 04 months,93,4,93.33333333,695000
2019-05,2019,5,CLEMENTI,5 ROOM,416,CLEMENTI AVE 1,10 TO 12,120,Improved,2013,93 years 04 months,93,4,93.33333333,816000
2019-05,2019,5,CLEMENTI,5 ROOM,425,CLEMENTI AVE 1,40 TO 42,113,Improved,2013,93 years 04 months,93,4,93.33333333,905000
2019-05,2019,5,GEYLANG,4 ROOM,2D,GEYLANG SERAI,07 TO 09,95,Model A,2011,91 years 07 months,91,7,91.58333333,699000
2019-05,2019,5,GEYLANG,4 ROOM,2B,GEYLANG SERAI,16 TO 18,95,Model A,2011,91 years 07 months,91,7,91.58333333,715000
2019-05,2019,5,HOUGANG,2 ROOM,986A,BUANGKOK CRES,07 TO 09,47,Model A,2012,92 years 04 months,92,4,92.33333333,233000
2019-05,2019,5,HOUGANG,3 ROOM,987C,BUANGKOK GREEN,10 TO 12,68,Model A,2015,94 years 09 months,94,9,94.75,310000
2019-05,2019,5,HOUGANG,3 ROOM,174A,HOUGANG AVE 1,07 TO 09,66,Model A,2014,93 years 08 months,93,8,93.66666667,326000
2019-05,2019,5,HOUGANG,3 ROOM,174B,HOUGANG AVE 1,07 TO 09,66,Model A,2014,93 years 08 months,93,8,93.66666667,330000
2019-05,2019,5,HOUGANG,3 ROOM,174B,HOUGANG AVE 1,13 TO 15,66,Model A,2014,93 years 09 months,93,9,93.75,333000
2019-05,2019,5,HOUGANG,3 ROOM,471B,UPP SERANGOON CRES,13 TO 15,67,Model A,2015,95 years,95,0,95,370000
2019-05,2019,5,HOUGANG,4 ROOM,987C,BUANGKOK GREEN,10 TO 12,93,Model A,2015,94 years 09 months,94,9,94.75,440000
2019-05,2019,5,HOUGANG,4 ROOM,988C,BUANGKOK GREEN,10 TO 12,93,Model A,2015,94 years 09 months,94,9,94.75,449000
2019-05,2019,5,HOUGANG,4 ROOM,988B,BUANGKOK GREEN,13 TO 15,93,Model A,2015,94 years 09 months,94,9,94.75,451000
2019-05,2019,5,HOUGANG,4 ROOM,988B,BUANGKOK GREEN,19 TO 21,93,Model A,2015,94 years 09 months,94,9,94.75,485000
2019-05,2019,5,HOUGANG,4 ROOM,470B,UPP SERANGOON CRES,16 TO 18,92,Model A,2015,95 years 01 month,95,1,95.08333333,490000
2019-05,2019,5,HOUGANG,4 ROOM,470C,UPP SERANGOON CRES,13 TO 15,93,Model A,2015,95 years 04 months,95,4,95.33333333,490000
2019-05,2019,5,HOUGANG,4 ROOM,471B,UPP SERANGOON CRES,16 TO 18,92,Model A,2015,95 years 02 months,95,2,95.16666667,540000
2019-05,2019,5,HOUGANG,5 ROOM,471B,UPP SERANGOON CRES,01 TO 03,112,Improved,2015,95 years,95,0,95,615000
2019-05,2019,5,HOUGANG,5 ROOM,471B,UPP SERANGOON CRES,16 TO 18,112,Improved,2015,95 years 01 month,95,1,95.08333333,650000
2019-05,2019,5,JURONG EAST,2 ROOM,372,JURONG EAST ST 32,01 TO 03,43,Model A,2014,93 years 10 months,93,10,93.83333333,240000
2019-05,2019,5,JURONG EAST,3 ROOM,20,TEBAN GDNS RD,25 TO 27,72,Model A,2013,93 years 05 months,93,5,93.41666667,335000
2019-05,2019,5,JURONG EAST,4 ROOM,21,TEBAN GDNS RD,04 TO 06,92,Model A,2013,93 years 04 months,93,4,93.33333333,370000
2019-05,2019,5,JURONG EAST,4 ROOM,21,TEBAN GDNS RD,31 TO 33,87,Model A,2013,93 years 04 months,93,4,93.33333333,450000
2019-05,2019,5,JURONG EAST,5 ROOM,22,TEBAN GDNS RD,31 TO 33,118,Improved,2013,93 years 04 months,93,4,93.33333333,645000
2019-05,2019,5,JURONG WEST,3 ROOM,181A,BOON LAY DR,10 TO 12,68,Model A,2014,94 years 03 months,94,3,94.25,298000
2019-05,2019,5,JURONG WEST,3 ROOM,181A,BOON LAY DR,13 TO 15,68,Model A,2014,94 years 03 months,94,3,94.25,310000
2019-05,2019,5,JURONG WEST,3 ROOM,180B,BOON LAY DR,13 TO 15,68,Model A,2014,94 years 01 month,94,1,94.08333333,311888
2019-05,2019,5,JURONG WEST,3 ROOM,181B,BOON LAY DR,04 TO 06,68,Model A,2014,94 years 01 month,94,1,94.08333333,316000
2019-05,2019,5,JURONG WEST,3 ROOM,339C,KANG CHING RD,13 TO 15,69,Model A,2012,91 years 10 months,91,10,91.83333333,327000
2019-05,2019,5,JURONG WEST,4 ROOM,180C,BOON LAY DR,01 TO 03,93,Model A,2014,94 years 01 month,94,1,94.08333333,381000
2019-05,2019,5,JURONG WEST,4 ROOM,183B,BOON LAY AVE,10 TO 12,92,Model A,2015,94 years 09 months,94,9,94.75,395000
2019-05,2019,5,JURONG WEST,4 ROOM,183C,BOON LAY AVE,04 TO 06,92,Model A,2015,94 years 08 months,94,8,94.66666667,408500
2019-05,2019,5,JURONG WEST,4 ROOM,196A,BOON LAY DR,04 TO 06,93,Model A,2015,94 years 11 months,94,11,94.91666667,416000
2019-05,2019,5,JURONG WEST,4 ROOM,196B,BOON LAY DR,07 TO 09,93,Model A,2015,94 years 11 months,94,11,94.91666667,440000
2019-05,2019,5,JURONG WEST,4 ROOM,196B,BOON LAY DR,10 TO 12,93,Model A,2015,94 years 11 months,94,11,94.91666667,453888
2019-05,2019,5,JURONG WEST,4 ROOM,197B,BOON LAY DR,13 TO 15,93,Model A,2015,95 years,95,0,95,458888
2019-05,2019,5,JURONG WEST,4 ROOM,196A,BOON LAY DR,16 TO 18,93,Model A,2015,95 years,95,0,95,472000
2019-05,2019,5,JURONG WEST,4 ROOM,197D,BOON LAY DR,13 TO 15,93,Model A,2015,94 years 11 months,94,11,94.91666667,493000
2019-05,2019,5,JURONG WEST,5 ROOM,183C,BOON LAY AVE,01 TO 03,112,Improved,2015,94 years 08 months,94,8,94.66666667,455000
2019-05,2019,5,JURONG WEST,5 ROOM,183D,BOON LAY AVE,07 TO 09,112,Improved,2015,94 years 09 months,94,9,94.75,470000
2019-05,2019,5,JURONG WEST,5 ROOM,197D,BOON LAY DR,13 TO 15,113,Improved,2015,94 years 11 months,94,11,94.91666667,540000
2019-05,2019,5,KALLANG/WHAMPOA,3 ROOM,38D,BENDEMEER RD,22 TO 24,69,Model A,2012,92 years,92,0,92,550000
2019-05,2019,5,KALLANG/WHAMPOA,4 ROOM,39A,BENDEMEER RD,04 TO 06,92,Model A,2012,92 years,92,0,92,580000
2019-05,2019,5,KALLANG/WHAMPOA,4 ROOM,38B,BENDEMEER RD,13 TO 15,89,Model A,2012,92 years,92,0,92,708000
2019-05,2019,5,KALLANG/WHAMPOA,4 ROOM,38C,BENDEMEER RD,16 TO 18,89,Model A,2012,92 years 01 month,92,1,92.08333333,750000
2019-05,2019,5,KALLANG/WHAMPOA,4 ROOM,7,BOON KENG RD,25 TO 27,94,DBSS,2011,90 years 08 months,90,8,90.66666667,852000
2019-05,2019,5,KALLANG/WHAMPOA,4 ROOM,8,BOON KENG RD,31 TO 33,95,DBSS,2011,90 years 08 months,90,8,90.66666667,857000
2019-05,2019,5,PUNGGOL,2 ROOM,210C,PUNGGOL PL,10 TO 12,46,Model A,2014,94 years 08 months,94,8,94.66666667,250000
2019-05,2019,5,PUNGGOL,2 ROOM,210C,PUNGGOL PL,13 TO 15,46,Model A,2014,94 years 07 months,94,7,94.58333333,250000
2019-05,2019,5,PUNGGOL,2 ROOM,210C,PUNGGOL PL,10 TO 12,46,Model A,2014,94 years 08 months,94,8,94.66666667,262000
2019-05,2019,5,PUNGGOL,3 ROOM,211D,PUNGGOL WALK,01 TO 03,67,Model A,2014,93 years 11 months,93,11,93.91666667,315000
2019-05,2019,5,PUNGGOL,3 ROOM,266B,PUNGGOL WAY,04 TO 06,67,Model A,2015,95 years 01 month,95,1,95.08333333,325000
2019-05,2019,5,PUNGGOL,3 ROOM,212A,PUNGGOL WALK,10 TO 12,67,Model A,2015,94 years 11 months,94,11,94.91666667,340000
2019-05,2019,5,PUNGGOL,3 ROOM,211A,PUNGGOL WALK,07 TO 09,67,Model A,2014,93 years 11 months,93,11,93.91666667,355000
2019-05,2019,5,PUNGGOL,3 ROOM,212A,PUNGGOL WALK,13 TO 15,67,Model A,2015,94 years 11 months,94,11,94.91666667,360000
2019-05,2019,5,PUNGGOL,3 ROOM,288B,PUNGGOL PL,10 TO 12,72,Premium Apartment,2013,92 years 11 months,92,11,92.91666667,365000
2019-05,2019,5,PUNGGOL,3 ROOM,266C,PUNGGOL WAY,10 TO 12,67,Model A,2015,95 years 02 months,95,2,95.16666667,365000
2019-05,2019,5,PUNGGOL,3 ROOM,212B,PUNGGOL WALK,13 TO 15,67,Model A,2015,94 years 11 months,94,11,94.91666667,370000
2019-05,2019,5,PUNGGOL,3 ROOM,266B,PUNGGOL WAY,10 TO 12,67,Model A,2015,95 years 01 month,95,1,95.08333333,375000
2019-05,2019,5,PUNGGOL,4 ROOM,601A,PUNGGOL CTRL,01 TO 03,93,Model A,2012,92 years 03 months,92,3,92.25,365000
2019-05,2019,5,PUNGGOL,4 ROOM,615B,EDGEFIELD PLAINS,01 TO 03,92,Model A,2012,92 years 07 months,92,7,92.58333333,390000
2019-05,2019,5,PUNGGOL,4 ROOM,614A,EDGEFIELD PLAINS,04 TO 06,92,Model A,2012,92 years 07 months,92,7,92.58333333,397000
2019-05,2019,5,PUNGGOL,4 ROOM,601D,PUNGGOL CTRL,01 TO 03,93,Model A,2012,92 years 02 months,92,2,92.16666667,400000
2019-05,2019,5,PUNGGOL,4 ROOM,623A,PUNGGOL CTRL,01 TO 03,95,Model A,2014,94 years,94,0,94,405000
2019-05,2019,5,PUNGGOL,4 ROOM,170A,PUNGGOL FIELD,07 TO 09,92,Model A,2014,93 years 11 months,93,11,93.91666667,410000
2019-05,2019,5,PUNGGOL,4 ROOM,210B,PUNGGOL PL,01 TO 03,92,Model A,2014,94 years 08 months,94,8,94.66666667,420000
2019-05,2019,5,PUNGGOL,4 ROOM,211C,PUNGGOL WALK,01 TO 03,92,Model A,2014,93 years 11 months,93,11,93.91666667,420000
2019-05,2019,5,PUNGGOL,4 ROOM,614A,EDGEFIELD PLAINS,07 TO 09,92,Model A,2012,92 years 07 months,92,7,92.58333333,426000
2019-05,2019,5,PUNGGOL,4 ROOM,266B,PUNGGOL WAY,01 TO 03,92,Model A,2015,95 years 01 month,95,1,95.08333333,429000
2019-05,2019,5,PUNGGOL,4 ROOM,615A,EDGEFIELD PLAINS,04 TO 06,92,Model A,2012,92 years 07 months,92,7,92.58333333,435000
2019-05,2019,5,PUNGGOL,4 ROOM,602B,PUNGGOL CTRL,07 TO 09,93,Model A,2012,92 years 02 months,92,2,92.16666667,440000
2019-05,2019,5,PUNGGOL,4 ROOM,268C,PUNGGOL FIELD,01 TO 03,95,Premium Apartment,2013,92 years 08 months,92,8,92.66666667,440000
2019-05,2019,5,PUNGGOL,4 ROOM,619A,PUNGGOL DR,07 TO 09,93,Premium Apartment,2013,93 years 05 months,93,5,93.41666667,440888
2019-05,2019,5,PUNGGOL,4 ROOM,622A,PUNGGOL CTRL,16 TO 18,94,Model A,2014,94 years 03 months,94,3,94.25,448000
2019-05,2019,5,PUNGGOL,4 ROOM,274B,PUNGGOL PL,01 TO 03,93,Premium Apartment,2013,93 years 02 months,93,2,93.16666667,450000
2019-05,2019,5,PUNGGOL,4 ROOM,312C,SUMANG LINK,07 TO 09,92,Model A,2015,95 years 01 month,95,1,95.08333333,450000
2019-05,2019,5,PUNGGOL,4 ROOM,619D,PUNGGOL DR,07 TO 09,93,Premium Apartment,2013,93 years 04 months,93,4,93.33333333,455000
2019-05,2019,5,PUNGGOL,4 ROOM,624A,PUNGGOL CTRL,07 TO 09,96,Model A,2014,93 years 11 months,93,11,93.91666667,458000
2019-05,2019,5,PUNGGOL,4 ROOM,213B,PUNGGOL WALK,07 TO 09,93,Model A,2015,95 years,95,0,95,458000
2019-05,2019,5,PUNGGOL,4 ROOM,622A,PUNGGOL CTRL,16 TO 18,95,Model A,2014,93 years 11 months,93,11,93.91666667,460000
2019-05,2019,5,PUNGGOL,4 ROOM,623C,PUNGGOL CTRL,16 TO 18,94,Model A,2014,93 years 11 months,93,11,93.91666667,463000
2019-05,2019,5,PUNGGOL,4 ROOM,614B,EDGEFIELD PLAINS,16 TO 18,92,Model A,2012,92 years 07 months,92,7,92.58333333,465000
2019-05,2019,5,PUNGGOL,4 ROOM,617D,PUNGGOL DR,13 TO 15,93,Premium Apartment,2013,93 years 04 months,93,4,93.33333333,465000
2019-05,2019,5,PUNGGOL,4 ROOM,612B,PUNGGOL DR,16 TO 18,93,Model A,2012,92 years 07 months,92,7,92.58333333,468000
