transaction_date,year_transacted,month_transacted,town,is_mature,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,remaining_years,remaining_months,remaining_whole,resale_price
2018-06,2018,6,BUKIT MERAH,Y,4 ROOM,80A,TELOK BLANGAH ST 31,19 TO 21,95,Premium Apartment,2013,94 years 02 months,94,2,94.17,810000
2018-06,2018,6,BUKIT MERAH,Y,4 ROOM,57,HAVELOCK RD,31 TO 33,89,Model A,2013,94 years,94,0,94,818000
2018-06,2018,6,BUKIT MERAH,Y,4 ROOM,80A,TELOK BLANGAH ST 31,25 TO 27,95,Premium Apartment,2013,94 years 02 months,94,2,94.17,819000
2018-06,2018,6,BUKIT MERAH,Y,4 ROOM,80C,TELOK BLANGAH ST 31,22 TO 24,93,Premium Apartment,2013,94 years 02 months,94,2,94.17,825000
2018-06,2018,6,BUKIT MERAH,Y,4 ROOM,80A,TELOK BLANGAH ST 31,10 TO 12,95,Premium Apartment,2013,94 years 03 months,94,3,94.25,830000
2018-06,2018,6,BUKIT PANJANG,N,2 ROOM,633D,SENJA RD,25 TO 27,47,Model A,2013,94 years 07 months,94,7,94.58,250000
2018-06,2018,6,BUKIT PANJANG,N,3 ROOM,458,SEGAR RD,13 TO 15,68,Premium Apartment,2012,93 years 06 months,93,6,93.5,320000
2018-06,2018,6,BUKIT PANJANG,N,3 ROOM,633D,SENJA RD,16 TO 18,67,Model A,2013,94 years 06 months,94,6,94.5,330000
2018-06,2018,6,BUKIT PANJANG,N,4 ROOM,456,SEGAR RD,04 TO 06,93,Premium Apartment,2012,93 years 05 months,93,5,93.42,390000
2018-06,2018,6,BUKIT PANJANG,N,4 ROOM,455,SEGAR RD,10 TO 12,93,Premium Apartment,2012,93 years 06 months,93,6,93.5,425000
2018-06,2018,6,BUKIT PANJANG,N,4 ROOM,458,SEGAR RD,13 TO 15,93,Premium Apartment,2012,93 years 05 months,93,5,93.42,425000
2018-06,2018,6,CENTRAL AREA,Y,4 ROOM,1C,CANTONMENT RD,10 TO 12,93,Type S1,2011,91 years 08 months,91,8,91.67,870000
2018-06,2018,6,CENTRAL AREA,Y,4 ROOM,1D,CANTONMENT RD,25 TO 27,94,Type S1,2011,91 years 08 months,91,8,91.67,923000
2018-06,2018,6,CENTRAL AREA,Y,4 ROOM,1C,CANTONMENT RD,31 TO 33,93,Type S1,2011,91 years 08 months,91,8,91.67,950000
2018-06,2018,6,CENTRAL AREA,Y,4 ROOM,1F,CANTONMENT RD,43 TO 45,94,Type S1,2011,91 years 07 months,91,7,91.58,985000
2018-06,2018,6,CENTRAL AREA,Y,4 ROOM,1A,CANTONMENT RD,49 TO 51,94,Type S1,2011,91 years 08 months,91,8,91.67,999000
2018-06,2018,6,CENTRAL AREA,Y,4 ROOM,1B,CANTONMENT RD,46 TO 48,96,Type S1,2011,91 years 08 months,91,8,91.67,1028000
2018-06,2018,6,CENTRAL AREA,Y,5 ROOM,1F,CANTONMENT RD,04 TO 06,106,Type S2,2011,91 years 08 months,91,8,91.67,968000
2018-06,2018,6,CENTRAL AREA,Y,5 ROOM,1G,CANTONMENT RD,34 TO 36,105,Type S2,2011,91 years 07 months,91,7,91.58,1055000
2018-06,2018,6,CHOA CHU KANG,N,2 ROOM,535,CHOA CHU KANG ST 51,04 TO 06,46,Model A,2011,92 years 04 months,92,4,92.33,230000
2018-06,2018,6,CLEMENTI,Y,4 ROOM,417,CLEMENTI AVE 1,04 TO 06,96,Model A,2013,94 years 03 months,94,3,94.25,645000
2018-06,2018,6,CLEMENTI,Y,4 ROOM,420,CLEMENTI AVE 1,07 TO 09,91,Model A,2013,94 years 04 months,94,4,94.33,650000
2018-06,2018,6,CLEMENTI,Y,4 ROOM,423,CLEMENTI AVE 1,07 TO 09,100,Model A,2013,94 years 03 months,94,3,94.25,650000
2018-06,2018,6,CLEMENTI,Y,4 ROOM,421,CLEMENTI AVE 1,28 TO 30,91,Model A,2013,94 years 04 months,94,4,94.33,739000
2018-06,2018,6,CLEMENTI,Y,4 ROOM,418,CLEMENTI AVE 1,22 TO 24,100,Model A,2013,94 years 04 months,94,4,94.33,750000
2018-06,2018,6,CLEMENTI,Y,4 ROOM,441B,CLEMENTI AVE 3,07 TO 09,93,Model A,2012,93 years 02 months,93,2,93.17,828000
2018-06,2018,6,CLEMENTI,Y,4 ROOM,441A,CLEMENTI AVE 3,16 TO 18,92,Model A,2012,93 years 02 months,93,2,93.17,848000
2018-06,2018,6,CLEMENTI,Y,5 ROOM,425,CLEMENTI AVE 1,34 TO 36,113,Improved,2013,94 years 03 months,94,3,94.25,880000
2018-06,2018,6,CLEMENTI,Y,5 ROOM,441A,CLEMENTI AVE 3,31 TO 33,119,Improved,2012,93 years 02 months,93,2,93.17,1068000
2018-06,2018,6,GEYLANG,Y,4 ROOM,3A,GEYLANG SERAI,04 TO 06,93,Model A,2011,92 years 07 months,92,7,92.58,630000
2018-06,2018,6,HOUGANG,N,2 ROOM,986A,BUANGKOK CRES,13 TO 15,47,Model A,2012,93 years,93,0,93,262000
2018-06,2018,6,HOUGANG,N,3 ROOM,987B,BUANGKOK GREEN,01 TO 03,68,Model A,2015,95 years 09 months,95,9,95.75,290000
2018-06,2018,6,HOUGANG,N,3 ROOM,987B,BUANGKOK GREEN,04 TO 06,68,Model A,2015,95 years 09 months,95,9,95.75,315000
2018-06,2018,6,HOUGANG,N,3 ROOM,986B,BUANGKOK CRES,07 TO 09,67,Model A,2012,93 years,93,0,93,318000
2018-06,2018,6,HOUGANG,N,3 ROOM,987C,BUANGKOK GREEN,10 TO 12,68,Model A,2015,95 years 09 months,95,9,95.75,328000
2018-06,2018,6,HOUGANG,N,3 ROOM,987B,BUANGKOK GREEN,04 TO 06,68,Model A,2015,95 years 08 months,95,8,95.67,330000
2018-06,2018,6,HOUGANG,N,4 ROOM,988A,BUANGKOK GREEN,13 TO 15,93,Model A,2015,95 years 09 months,95,9,95.75,410000
2018-06,2018,6,HOUGANG,N,4 ROOM,988C,BUANGKOK GREEN,07 TO 09,93,Model A,2015,95 years 09 months,95,9,95.75,410000
2018-06,2018,6,HOUGANG,N,4 ROOM,988A,BUANGKOK GREEN,13 TO 15,93,Model A,2015,95 years 08 months,95,8,95.67,433000
2018-06,2018,6,HOUGANG,N,4 ROOM,987C,BUANGKOK GREEN,16 TO 18,92,Model A,2015,95 years 09 months,95,9,95.75,455000
2018-06,2018,6,JURONG EAST,N,2 ROOM,372,JURONG EAST ST 32,04 TO 06,44,Model A,2014,94 years 08 months,94,8,94.67,230000
2018-06,2018,6,JURONG EAST,N,2 ROOM,23,TEBAN GDNS RD,13 TO 15,47,Model A,2013,94 years 04 months,94,4,94.33,231000
2018-06,2018,6,JURONG EAST,N,3 ROOM,371,JURONG EAST ST 32,01 TO 03,64,Model A,2014,94 years 08 months,94,8,94.67,292000
2018-06,2018,6,JURONG EAST,N,3 ROOM,371,JURONG EAST ST 32,07 TO 09,64,Model A,2014,94 years 08 months,94,8,94.67,348888
2018-06,2018,6,JURONG EAST,N,4 ROOM,20,TEBAN GDNS RD,19 TO 21,92,Model A,2013,94 years 03 months,94,3,94.25,465000
2018-06,2018,6,JURONG WEST,N,2 ROOM,180A,BOON LAY DR,13 TO 15,47,Model A,2014,95 years,95,0,95,225000
2018-06,2018,6,JURONG WEST,N,2 ROOM,181B,BOON LAY DR,16 TO 18,47,Model A,2014,95 years,95,0,95,235000
2018-06,2018,6,JURONG WEST,N,3 ROOM,180C,BOON LAY DR,04 TO 06,68,Model A,2014,95 years,95,0,95,296000
2018-06,2018,6,JURONG WEST,N,3 ROOM,338B,KANG CHING RD,10 TO 12,67,Model A,2012,92 years 09 months,92,9,92.75,325000
2018-06,2018,6,JURONG WEST,N,4 ROOM,180C,BOON LAY DR,04 TO 06,93,Model A,2014,94 years 11 months,94,11,94.92,413000
2018-06,2018,6,JURONG WEST,N,4 ROOM,337B,TAH CHING RD,16 TO 18,94,Model A,2010,90 years 11 months,90,11,90.92,450000
2018-06,2018,6,JURONG WEST,N,4 ROOM,339A,KANG CHING RD,07 TO 09,89,Model A,2012,92 years 09 months,92,9,92.75,455000
2018-06,2018,6,JURONG WEST,N,5 ROOM,337D,TAH CHING RD,19 TO 21,112,Improved,2010,90 years 11 months,90,11,90.92,540000
2018-06,2018,6,KALLANG/WHAMPOA,Y,4 ROOM,38B,BENDEMEER RD,04 TO 06,89,Model A,2012,93 years,93,0,93,650000
2018-06,2018,6,KALLANG/WHAMPOA,Y,4 ROOM,38A,BENDEMEER RD,13 TO 15,89,Model A,2012,93 years,93,0,93,688000
2018-06,2018,6,KALLANG/WHAMPOA,Y,4 ROOM,39A,BENDEMEER RD,16 TO 18,92,Model A,2012,93 years,93,0,93,688000
2018-06,2018,6,KALLANG/WHAMPOA,Y,4 ROOM,39A,BENDEMEER RD,07 TO 09,89,Model A,2012,92 years 11 months,92,11,92.92,750000
2018-06,2018,6,KALLANG/WHAMPOA,Y,4 ROOM,8,BOON KENG RD,16 TO 18,94,DBSS,2011,91 years 08 months,91,8,91.67,828000
2018-06,2018,6,KALLANG/WHAMPOA,Y,4 ROOM,8,BOON KENG RD,37 TO 39,95,DBSS,2011,91 years 08 months,91,8,91.67,850000
2018-06,2018,6,KALLANG/WHAMPOA,Y,5 ROOM,8,BOON KENG RD,04 TO 06,113,DBSS,2011,91 years 08 months,91,8,91.67,888000
2018-06,2018,6,KALLANG/WHAMPOA,Y,5 ROOM,8,BOON KENG RD,28 TO 30,109,DBSS,2011,91 years 07 months,91,7,91.58,952000
2018-06,2018,6,KALLANG/WHAMPOA,Y,5 ROOM,7,BOON KENG RD,34 TO 36,117,DBSS,2011,91 years 08 months,91,8,91.67,1068888
2018-06,2018,6,KALLANG/WHAMPOA,Y,5 ROOM,7,BOON KENG RD,37 TO 39,117,DBSS,2011,91 years 07 months,91,7,91.58,1120088
2018-06,2018,6,PUNGGOL,N,2 ROOM,601B,PUNGGOL CTRL,01 TO 03,50,Model A,2012,93 years 02 months,93,2,93.17,260000
2018-06,2018,6,PUNGGOL,N,2 ROOM,601A,PUNGGOL CTRL,13 TO 15,50,Model A,2012,93 years 02 months,93,2,93.17,265000
2018-06,2018,6,PUNGGOL,N,2 ROOM,602C,PUNGGOL CTRL,01 TO 03,50,Model A,2012,93 years 01 month,93,1,93.08,268000
2018-06,2018,6,PUNGGOL,N,2 ROOM,209C,PUNGGOL PL,13 TO 15,46,Model A,2014,95 years 06 months,95,6,95.5,295000
2018-06,2018,6,PUNGGOL,N,3 ROOM,623B,PUNGGOL CTRL,07 TO 09,69,Model A,2014,94 years 11 months,94,11,94.92,323000
2018-06,2018,6,PUNGGOL,N,3 ROOM,601D,PUNGGOL CTRL,01 TO 03,70,Model A,2012,93 years 02 months,93,2,93.17,325000
2018-06,2018,6,PUNGGOL,N,3 ROOM,622B,PUNGGOL CTRL,13 TO 15,69,Model A,2014,94 years 11 months,94,11,94.92,335000
2018-06,2018,6,PUNGGOL,N,3 ROOM,211C,PUNGGOL WALK,13 TO 15,67,Model A,2014,94 years 11 months,94,11,94.92,335000
2018-06,2018,6,PUNGGOL,N,3 ROOM,622C,PUNGGOL CTRL,07 TO 09,69,Model A,2014,94 years 10 months,94,10,94.83,338000
2018-06,2018,6,PUNGGOL,N,3 ROOM,208C,PUNGGOL PL,07 TO 09,67,Model A,2014,95 years 01 month,95,1,95.08,340000
2018-06,2018,6,PUNGGOL,N,3 ROOM,210C,PUNGGOL PL,13 TO 15,67,Model A,2014,95 years 07 months,95,7,95.58,345000
2018-06,2018,6,PUNGGOL,N,3 ROOM,601C,PUNGGOL CTRL,10 TO 12,70,Model A,2012,93 years 02 months,93,2,93.17,347000
2018-06,2018,6,PUNGGOL,N,3 ROOM,208B,PUNGGOL PL,10 TO 12,67,Model A,2014,95 years 01 month,95,1,95.08,348000
2018-06,2018,6,PUNGGOL,N,3 ROOM,288C,PUNGGOL PL,01 TO 03,70,Premium Apartment,2013,93 years 10 months,93,10,93.83,350000
2018-06,2018,6,PUNGGOL,N,3 ROOM,207C,PUNGGOL PL,10 TO 12,67,Model A,2014,95 years 01 month,95,1,95.08,362000
2018-06,2018,6,PUNGGOL,N,3 ROOM,209C,PUNGGOL PL,13 TO 15,67,Model A,2014,95 years 07 months,95,7,95.58,370000
2018-06,2018,6,PUNGGOL,N,3 ROOM,288C,PUNGGOL PL,01 TO 03,70,Premium Apartment,2013,93 years 10 months,93,10,93.83,370000
2018-06,2018,6,PUNGGOL,N,3 ROOM,208B,PUNGGOL PL,16 TO 18,67,Model A,2014,95 years 01 month,95,1,95.08,380000
2018-06,2018,6,PUNGGOL,N,3 ROOM,305B,PUNGGOL RD,13 TO 15,67,Premium Apartment,2012,93 years 02 months,93,2,93.17,383000
2018-06,2018,6,PUNGGOL,N,4 ROOM,169C,PUNGGOL FIELD,04 TO 06,93,Model A,2014,94 years 10 months,94,10,94.83,385000
2018-06,2018,6,PUNGGOL,N,4 ROOM,207D,PUNGGOL PL,01 TO 03,92,Model A,2014,95 years 01 month,95,1,95.08,390000
2018-06,2018,6,PUNGGOL,N,4 ROOM,170C,PUNGGOL FIELD,07 TO 09,92,Model A,2014,94 years 11 months,94,11,94.92,392800
2018-06,2018,6,PUNGGOL,N,4 ROOM,623C,PUNGGOL CTRL,01 TO 03,94,Model A,2014,94 years 11 months,94,11,94.92,395000
2018-06,2018,6,PUNGGOL,N,4 ROOM,170C,PUNGGOL FIELD,04 TO 06,92,Model A,2014,94 years 11 months,94,11,94.92,398000
2018-06,2018,6,PUNGGOL,N,4 ROOM,613C,PUNGGOL DR,01 TO 03,93,Model A,2012,93 years 07 months,93,7,93.58,405000
2018-06,2018,6,PUNGGOL,N,4 ROOM,624A,PUNGGOL CTRL,01 TO 03,95,Model A,2014,94 years 11 months,94,11,94.92,408000
2018-06,2018,6,PUNGGOL,N,4 ROOM,303C,PUNGGOL CTRL,01 TO 03,93,Premium Apartment,2010,91 years 02 months,91,2,91.17,410000
2018-06,2018,6,PUNGGOL,N,4 ROOM,168D,PUNGGOL FIELD,04 TO 06,92,Model A,2014,94 years 11 months,94,11,94.92,410000
2018-06,2018,6,PUNGGOL,N,4 ROOM,170B,PUNGGOL FIELD,13 TO 15,92,Model A,2014,94 years 10 months,94,10,94.83,410000
2018-06,2018,6,PUNGGOL,N,4 ROOM,267B,PUNGGOL FIELD,07 TO 09,93,Premium Apartment,2013,93 years 07 months,93,7,93.58,410000
2018-06,2018,6,PUNGGOL,N,4 ROOM,601B,PUNGGOL CTRL,10 TO 12,93,Model A,2012,93 years 01 month,93,1,93.08,412000
2018-06,2018,6,PUNGGOL,N,4 ROOM,604A,PUNGGOL RD,07 TO 09,92,Model A,2012,93 years 04 months,93,4,93.33,413000
2018-06,2018,6,PUNGGOL,N,4 ROOM,614B,EDGEFIELD PLAINS,07 TO 09,92,Model A,2012,93 years 07 months,93,7,93.58,415000
2018-06,2018,6,PUNGGOL,N,4 ROOM,289A,PUNGGOL PL,01 TO 03,98,Premium Apartment,2013,93 years 10 months,93,10,93.83,415000
2018-06,2018,6,PUNGGOL,N,4 ROOM,169C,PUNGGOL FIELD,16 TO 18,92,Model A,2014,94 years 10 months,94,10,94.83,418000
2018-06,2018,6,PUNGGOL,N,4 ROOM,614B,EDGEFIELD PLAINS,07 TO 09,92,Model A,2012,93 years 07 months,93,7,93.58,420000
2018-06,2018,6,PUNGGOL,N,4 ROOM,207A,PUNGGOL PL,04 TO 06,92,Model A,2014,95 years 01 month,95,1,95.08,425000
2018-06,2018,6,PUNGGOL,N,4 ROOM,622C,PUNGGOL CTRL,13 TO 15,94,Model A,2014,94 years 11 months,94,11,94.92,426000
2018-06,2018,6,PUNGGOL,N,4 ROOM,624C,PUNGGOL CTRL,04 TO 06,94,Model A,2014,94 years 11 months,94,11,94.92,427000
2018-06,2018,6,PUNGGOL,N,4 ROOM,602B,PUNGGOL CTRL,10 TO 12,93,Model A,2012,93 years 02 months,93,2,93.17,430000
2018-06,2018,6,PUNGGOL,N,4 ROOM,619B,PUNGGOL DR,07 TO 09,93,Premium Apartment,2013,94 years 04 months,94,4,94.33,430000
2018-06,2018,6,PUNGGOL,N,4 ROOM,170C,PUNGGOL FIELD,13 TO 15,92,Model A,2014,94 years 11 months,94,11,94.92,430000
2018-06,2018,6,PUNGGOL,N,4 ROOM,602A,PUNGGOL CTRL,04 TO 06,93,Model A,2012,93 years 02 months,93,2,93.17,430000
2018-06,2018,6,PUNGGOL,N,4 ROOM,619D,PUNGGOL DR,10 TO 12,93,Premium Apartment,2013,94 years 04 months,94,4,94.33,432000
2018-06,2018,6,PUNGGOL,N,4 ROOM,622A,PUNGGOL CTRL,07 TO 09,94,Model A,2014,94 years 10 months,94,10,94.83,437888
2018-06,2018,6,PUNGGOL,N,4 ROOM,624C,PUNGGOL CTRL,07 TO 09,94,Model A,2014,94 years 10 months,94,10,94.83,440000
2018-06,2018,6,PUNGGOL,N,4 ROOM,617A,PUNGGOL DR,07 TO 09,93,Premium Apartment,2013,94 years 04 months,94,4,94.33,441000
2018-06,2018,6,PUNGGOL,N,4 ROOM,615C,EDGEFIELD PLAINS,10 TO 12,94,Model A,2012,93 years 06 months,93,6,93.5,443000
2018-06,2018,6,PUNGGOL,N,4 ROOM,603B,PUNGGOL RD,10 TO 12,92,Model A,2012,93 years 04 months,93,4,93.33,448000
2018-06,2018,6,PUNGGOL,N,4 ROOM,622A,PUNGGOL CTRL,13 TO 15,95,Model A,2014,94 years 10 months,94,10,94.83,450000
2018-06,2018,6,PUNGGOL,N,4 ROOM,272C,PUNGGOL WALK,04 TO 06,93,Premium Apartment,2014,94 years 11 months,94,11,94.92,450000
2018-06,2018,6,PUNGGOL,N,4 ROOM,613C,PUNGGOL DR,16 TO 18,93,Model A,2012,93 years 07 months,93,7,93.58,450888
2018-06,2018,6,PUNGGOL,N,4 ROOM,618A,PUNGGOL DR,13 TO 15,93,Premium Apartment,2013,94 years 03 months,94,3,94.25,452000
2018-06,2018,6,PUNGGOL,N,4 ROOM,622A,PUNGGOL CTRL,16 TO 18,94,Model A,2014,94 years 11 months,94,11,94.92,453000
2018-06,2018,6,PUNGGOL,N,4 ROOM,303B,PUNGGOL CTRL,07 TO 09,93,Premium Apartment,2010,91 years 02 months,91,2,91.17,458000
2018-06,2018,6,PUNGGOL,N,4 ROOM,624C,PUNGGOL CTRL,16 TO 18,94,Model A,2014,94 years 11 months,94,11,94.92,459000
2018-06,2018,6,PUNGGOL,N,4 ROOM,207D,PUNGGOL PL,07 TO 09,92,Model A,2014,95 years 01 month,95,1,95.08,465000
2018-06,2018,6,PUNGGOL,N,4 ROOM,305A,PUNGGOL RD,10 TO 12,93,Premium Apartment,2012,93 years 01 month,93,1,93.08,465000
2018-06,2018,6,PUNGGOL,N,4 ROOM,268C,PUNGGOL FIELD,04 TO 06,97,Premium Apartment,2013,93 years 08 months,93,8,93.67,470000
2018-06,2018,6,PUNGGOL,N,4 ROOM,210B,PUNGGOL PL,10 TO 12,92,Model A,2014,95 years 06 months,95,6,95.5,470000
2018-06,2018,6,PUNGGOL,N,4 ROOM,211C,PUNGGOL WALK,10 TO 12,92,Model A,2014,94 years 11 months,94,11,94.92,470000
2018-06,2018,6,PUNGGOL,N,4 ROOM,301C,PUNGGOL CTRL,13 TO 15,93,Premium Apartment,2010,91 years 01 month,91,1,91.08,471888
2018-06,2018,6,PUNGGOL,N,4 ROOM,302A,PUNGGOL PL,07 TO 09,93,Premium Apartment,2011,91 years 10 months,91,10,91.83,475000
2018-06,2018,6,PUNGGOL,N,4 ROOM,211C,PUNGGOL WALK,10 TO 12,92,Model A,2014,94 years 10 months,94,10,94.83,475000
2018-06,2018,6,PUNGGOL,N,4 ROOM,618B,PUNGGOL DR,16 TO 18,93,Premium Apartment,2013,94 years 04 months,94,4,94.33,475000
2018-06,2018,6,PUNGGOL,N,4 ROOM,207A,PUNGGOL PL,13 TO 15,92,Model A,2014,95 years,95,0,95,479000
2018-06,2018,6,PUNGGOL,N,4 ROOM,302A,PUNGGOL PL,13 TO 15,93,Premium Apartment,2011,91 years 09 months,91,9,91.75,485000
2018-06,2018,6,PUNGGOL,N,4 ROOM,274A,PUNGGOL PL,04 TO 06,93,Premium Apartment,2013,94 years 01 month,94,1,94.08,490000
2018-06,2018,6,PUNGGOL,N,4 ROOM,302A,PUNGGOL PL,10 TO 12,93,Premium Apartment,2011,91 years 10 months,91,10,91.83,490000
2018-06,2018,6,PUNGGOL,N,4 ROOM,271A,PUNGGOL WALK,04 TO 06,93,Premium Apartment,2014,94 years 11 months,94,11,94.92,495000
2018-06,2018,6,PUNGGOL,N,4 ROOM,306D,PUNGGOL DR,10 TO 12,93,Premium Apartment,2012,93 years 02 months,93,2,93.17,510000
2018-06,2018,6,PUNGGOL,N,4 ROOM,273C,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,94 years 02 months,94,2,94.17,510000
2018-06,2018,6,PUNGGOL,N,4 ROOM,211C,PUNGGOL WALK,13 TO 15,95,Model A,2014,94 years 10 months,94,10,94.83,510000
2018-06,2018,6,PUNGGOL,N,4 ROOM,273A,PUNGGOL PL,13 TO 15,93,Premium Apartment,2013,94 years 01 month,94,1,94.08,513000
2018-06,2018,6,PUNGGOL,N,4 ROOM,270C,PUNGGOL FIELD,13 TO 15,99,Premium Apartment,2013,93 years 08 months,93,8,93.67,520000
2018-06,2018,6,PUNGGOL,N,4 ROOM,272B,PUNGGOL WALK,04 TO 06,93,Premium Apartment,2014,94 years 10 months,94,10,94.83,520000
2018-06,2018,6,PUNGGOL,N,4 ROOM,289A,PUNGGOL PL,13 TO 15,99,Premium Apartment,2013,93 years 09 months,93,9,93.75,523000
2018-06,2018,6,PUNGGOL,N,4 ROOM,271A,PUNGGOL WALK,07 TO 09,93,Premium Apartment,2014,94 years 10 months,94,10,94.83,525000
2018-06,2018,6,PUNGGOL,N,4 ROOM,272C,PUNGGOL WALK,16 TO 18,93,Premium Apartment,2014,94 years 10 months,94,10,94.83,525000
2018-06,2018,6,PUNGGOL,N,4 ROOM,271A,PUNGGOL WALK,16 TO 18,93,Premium Apartment,2014,94 years 10 months,94,10,94.83,525888
2018-06,2018,6,PUNGGOL,N,4 ROOM,272A,PUNGGOL WALK,07 TO 09,93,Premium Apartment,2014,94 years 10 months,94,10,94.83,528000
2018-06,2018,6,PUNGGOL,N,4 ROOM,289B,PUNGGOL PL,13 TO 15,96,Premium Apartment,2013,93 years 10 months,93,10,93.83,530000
2018-06,2018,6,PUNGGOL,N,4 ROOM,272A,PUNGGOL WALK,13 TO 15,93,Premium Apartment,2014,94 years 11 months,94,11,94.92,530000
2018-06,2018,6,PUNGGOL,N,4 ROOM,306B,PUNGGOL PL,13 TO 15,97,Premium Apartment,2012,93 years 02 months,93,2,93.17,540000
2018-06,2018,6,PUNGGOL,N,4 ROOM,269B,PUNGGOL FIELD,16 TO 18,97,Premium Apartment,2013,93 years 08 months,93,8,93.67,545000
2018-06,2018,6,PUNGGOL,N,4 ROOM,272D,PUNGGOL WALK,07 TO 09,92,Premium Apartment,2014,94 years 11 months,94,11,94.92,548000
2018-06,2018,6,PUNGGOL,N,5 ROOM,169A,PUNGGOL FIELD,07 TO 09,112,Improved,2014,94 years 10 months,94,10,94.83,500000
2018-06,2018,6,PUNGGOL,N,5 ROOM,269C,PUNGGOL FIELD,04 TO 06,112,Premium Apartment,2013,93 years 08 months,93,8,93.67,522000
2018-06,2018,6,PUNGGOL,N,5 ROOM,617B,PUNGGOL DR,07 TO 09,113,Premium Apartment,2013,94 years 03 months,94,3,94.25,545000
2018-06,2018,6,PUNGGOL,N,5 ROOM,207D,PUNGGOL PL,16 TO 18,112,Improved,2014,95 years,95,0,95,615000
2018-06,2018,6,PUNGGOL,N,5 ROOM,213B,PUNGGOL WALK,13 TO 15,113,Improved,2015,95 years 10 months,95,10,95.83,620000
2018-06,2018,6,PUNGGOL,N,5 ROOM,272C,PUNGGOL WALK,07 TO 09,116,Premium Apartment,2014,94 years 11 months,94,11,94.92,680000
2018-06,2018,6,PUNGGOL,N,5 ROOM,618C,PUNGGOL DR,13 TO 15,118,Premium Apartment,2013,94 years 03 months,94,3,94.25,682888
2018-06,2018,6,QUEENSTOWN,Y,3 ROOM,28B,DOVER CRES,04 TO 06,70,Model A,2012,92 years 10 months,92,10,92.83,400000
2018-06,2018,6,QUEENSTOWN,Y,3 ROOM,50,C'WEALTH DR,01 TO 03,63,Model A,2015,95 years 09 months,95,9,95.75,445000
2018-06,2018,6,QUEENSTOWN,Y,3 ROOM,27,GHIM MOH LINK,04 TO 06,67,Model A,2013,93 years 11 months,93,11,93.92,500000
2018-06,2018,6,QUEENSTOWN,Y,4 ROOM,28D,DOVER CRES,10 TO 12,95,Model A,2012,92 years 10 months,92,10,92.83,705000
2018-06,2018,6,QUEENSTOWN,Y,4 ROOM,22,GHIM MOH LINK,07 TO 09,87,Model A,2013,93 years 11 months,93,11,93.92,738000
2018-06,2018,6,QUEENSTOWN,Y,4 ROOM,28D,DOVER CRES,34 TO 36,95,Model A,2012,92 years 10 months,92,10,92.83,755000
2018-06,2018,6,QUEENSTOWN,Y,4 ROOM,22,GHIM MOH LINK,16 TO 18,92,Model A,2013,93 years 11 months,93,11,93.92,770000
2018-06,2018,6,QUEENSTOWN,Y,4 ROOM,53,C'WEALTH DR,25 TO 27,88,Model A,2015,95 years 09 months,95,9,95.75,838000
2018-06,2018,6,QUEENSTOWN,Y,4 ROOM,22,GHIM MOH LINK,40 TO 42,93,Model A,2013,93 years 11 months,93,11,93.92,880000
2018-06,2018,6,QUEENSTOWN,Y,5 ROOM,22,GHIM MOH LINK,04 TO 06,113,Improved,2013,93 years 10 months,93,10,93.83,895000
2018-06,2018,6,QUEENSTOWN,Y,5 ROOM,50,C'WEALTH DR,16 TO 18,114,Improved,2015,95 years 09 months,95,9,95.75,1048000
2018-06,2018,6,QUEENSTOWN,Y,5 ROOM,18C,HOLLAND DR,37 TO 39,117,Improved,2012,93 years 04 months,93,4,93.33,1100000
2018-06,2018,6,SEMBAWANG,N,4 ROOM,487,ADMIRALTY LINK,01 TO 03,94,Model A,2010,91 years 03 months,91,3,91.25,315000
2018-06,2018,6,SENGKANG,N,2 ROOM,447A,JLN KAYU,04 TO 06,47,Model A,2013,94 years 06 months,94,6,94.5,245000
2018-06,2018,6,SENGKANG,N,2 ROOM,180A,RIVERVALE CRES,10 TO 12,47,Model A,2015,95 years 09 months,95,9,95.75,250000
2018-06,2018,6,SENGKANG,N,2 ROOM,180D,RIVERVALE CRES,07 TO 09,47,Model A,2015,95 years 10 months,95,10,95.83,253000
2018-06,2018,6,SENGKANG,N,2 ROOM,447A,JLN KAYU,10 TO 12,47,Model A,2013,94 years 05 months,94,5,94.42,257000
2018-06,2018,6,SENGKANG,N,2 ROOM,210C,COMPASSVALE LANE,07 TO 09,48,Model A,2013,93 years 09 months,93,9,93.75,260000
2018-06,2018,6,SENGKANG,N,2 ROOM,441C,FERNVALE RD,16 TO 18,50,Model A,2012,92 years 09 months,92,9,92.75,270000
2018-06,2018,6,SENGKANG,N,3 ROOM,180A,RIVERVALE CRES,04 TO 06,67,Model A,2015,95 years 10 months,95,10,95.83,300000
2018-06,2018,6,SENGKANG,N,3 ROOM,180D,RIVERVALE CRES,07 TO 09,67,Model A,2015,95 years 09 months,95,9,95.75,300000
2018-06,2018,6,SENGKANG,N,3 ROOM,436C,FERNVALE RD,01 TO 03,70,Model A,2010,90 years 10 months,90,10,90.83,301000
2018-06,2018,6,SENGKANG,N,3 ROOM,180D,RIVERVALE CRES,13 TO 15,67,Model A,2015,95 years 10 months,95,10,95.83,320000
